,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
0,,Afghanistan,33.93911,67.709953,2020-01-22,0,0,0,0,Eastern Mediterranean
1,,Albania,41.1533,20.1683,2020-01-22,0,0,0,0,Europe
2,,Algeria,28.0339,1.6596,2020-01-22,0,0,0,0,Africa
3,,Andorra,42.5063,1.5218,2020-01-22,0,0,0,0,Europe
4,,Angola,-11.2027,17.8739,2020-01-22,0,0,0,0,Africa
5,,Antigua and Barbuda,17.0608,-61.7964,2020-01-22,0,0,0,0,Americas
6,,Argentina,-38.4161,-63.6167,2020-01-22,0,0,0,0,Americas
7,,Armenia,40.0691,45.0382,2020-01-22,0,0,0,0,Europe
8,Australian Capital Territory,Australia,-35.4735,149.0124,2020-01-22,0,0,0,0,Western Pacific
9,New South Wales,Australia,-33.8688,151.2093,2020-01-22,0,0,0,0,Western Pacific
10,Northern Territory,Australia,-12.4634,130.8456,2020-01-22,0,0,0,0,Western Pacific
11,Queensland,Australia,-27.4698,153.0251,2020-01-22,0,0,0,0,Western Pacific
12,South Australia,Australia,-34.9285,138.6007,2020-01-22,0,0,0,0,Western Pacific
13,Tasmania,Australia,-42.8821,147.3272,2020-01-22,0,0,0,0,Western Pacific
14,Victoria,Australia,-37.8136,144.9631,2020-01-22,0,0,0,0,Western Pacific
15,Western Australia,Australia,-31.9505,115.8605,2020-01-22,0,0,0,0,Western Pacific
16,,Austria,47.5162,14.5501,2020-01-22,0,0,0,0,Europe
17,,Azerbaijan,40.1431,47.5769,2020-01-22,0,0,0,0,Europe
18,,Bahamas,25.025885,-78.035889,2020-01-22,0,0,0,0,Americas
19,,Bahrain,26.0275,50.55,2020-01-22,0,0,0,0,Eastern Mediterranean
20,,Bangladesh,23.685,90.3563,2020-01-22,0,0,0,0,South-East Asia
21,,Barbados,13.1939,-59.5432,2020-01-22,0,0,0,0,Americas
22,,Belarus,53.7098,27.9534,2020-01-22,0,0,0,0,Europe
23,,Belgium,50.8333,4.469936,2020-01-22,0,0,0,0,Europe
24,,Benin,9.3077,2.3158,2020-01-22,0,0,0,0,Africa
25,,Bhutan,27.5142,90.4336,2020-01-22,0,0,0,0,South-East Asia
26,,Bolivia,-16.2902,-63.5887,2020-01-22,0,0,0,0,Americas
27,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-22,0,0,0,0,Europe
28,,Brazil,-14.235,-51.9253,2020-01-22,0,0,0,0,Americas
29,,Brunei,4.5353,114.7277,2020-01-22,0,0,0,0,Western Pacific
30,,Bulgaria,42.7339,25.4858,2020-01-22,0,0,0,0,Europe
31,,Burkina Faso,12.2383,-1.5616,2020-01-22,0,0,0,0,Africa
32,,Cabo Verde,16.5388,-23.0418,2020-01-22,0,0,0,0,Africa
33,,Cambodia,11.55,104.9167,2020-01-22,0,0,0,0,Western Pacific
34,,Cameroon,3.848,11.5021,2020-01-22,0,0,0,0,Africa
35,Alberta,Canada,53.9333,-116.5765,2020-01-22,0,0,0,0,Americas
36,British Columbia,Canada,53.7267,-127.6476,2020-01-22,0,0,0,0,Americas
37,Manitoba,Canada,53.7609,-98.8139,2020-01-22,0,0,0,0,Americas
38,New Brunswick,Canada,46.5653,-66.4619,2020-01-22,0,0,0,0,Americas
39,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-22,0,0,0,0,Americas
40,Nova Scotia,Canada,44.682,-63.7443,2020-01-22,0,0,0,0,Americas
41,Ontario,Canada,51.2538,-85.3232,2020-01-22,0,0,0,0,Americas
42,Prince Edward Island,Canada,46.5107,-63.4168,2020-01-22,0,0,0,0,Americas
43,Quebec,Canada,52.9399,-73.5491,2020-01-22,0,0,0,0,Americas
44,Saskatchewan,Canada,52.9399,-106.4509,2020-01-22,0,0,0,0,Americas
45,,Central African Republic,6.6111,20.9394,2020-01-22,0,0,0,0,Africa
46,,Chad,15.4542,18.7322,2020-01-22,0,0,0,0,Africa
47,,Chile,-35.6751,-71.543,2020-01-22,0,0,0,0,Americas
48,Anhui,China,31.8257,117.2264,2020-01-22,1,0,0,1,Western Pacific
49,Beijing,China,40.1824,116.4142,2020-01-22,14,0,0,14,Western Pacific
50,Chongqing,China,30.0572,107.874,2020-01-22,6,0,0,6,Western Pacific
51,Fujian,China,26.0789,117.9874,2020-01-22,1,0,0,1,Western Pacific
52,Gansu,China,35.7518,104.2861,2020-01-22,0,0,0,0,Western Pacific
53,Guangdong,China,23.3417,113.4244,2020-01-22,26,0,0,26,Western Pacific
54,Guangxi,China,23.8298,108.7881,2020-01-22,2,0,0,2,Western Pacific
55,Guizhou,China,26.8154,106.8748,2020-01-22,1,0,0,1,Western Pacific
56,Hainan,China,19.1959,109.7453,2020-01-22,4,0,0,4,Western Pacific
57,Hebei,China,39.549,116.1306,2020-01-22,1,0,0,1,Western Pacific
58,Heilongjiang,China,47.862,127.7615,2020-01-22,0,0,0,0,Western Pacific
59,Henan,China,37.8957,114.9042,2020-01-22,5,0,0,5,Western Pacific
60,Hong Kong,China,22.3,114.2,2020-01-22,0,0,0,0,Western Pacific
61,Hubei,China,30.9756,112.2707,2020-01-22,444,17,28,399,Western Pacific
62,Hunan,China,27.6104,111.7088,2020-01-22,4,0,0,4,Western Pacific
63,Inner Mongolia,China,44.0935,113.9448,2020-01-22,0,0,0,0,Western Pacific
64,Jiangsu,China,32.9711,119.455,2020-01-22,1,0,0,1,Western Pacific
65,Jiangxi,China,27.614,115.7221,2020-01-22,2,0,0,2,Western Pacific
66,Jilin,China,43.6661,126.1923,2020-01-22,0,0,0,0,Western Pacific
67,Liaoning,China,41.2956,122.6085,2020-01-22,2,0,0,2,Western Pacific
68,Macau,China,22.1667,113.55,2020-01-22,1,0,0,1,Western Pacific
69,Ningxia,China,37.2692,106.1655,2020-01-22,1,0,0,1,Western Pacific
70,Qinghai,China,35.7452,95.9956,2020-01-22,0,0,0,0,Western Pacific
71,Shaanxi,China,35.1917,108.8701,2020-01-22,0,0,0,0,Western Pacific
72,Shandong,China,36.3427,118.1498,2020-01-22,2,0,0,2,Western Pacific
73,Shanghai,China,31.202,121.4491,2020-01-22,9,0,0,9,Western Pacific
74,Shanxi,China,37.5777,112.2922,2020-01-22,1,0,0,1,Western Pacific
75,Sichuan,China,30.6171,102.7103,2020-01-22,5,0,0,5,Western Pacific
76,Tianjin,China,39.3054,117.323,2020-01-22,4,0,0,4,Western Pacific
77,Tibet,China,31.6927,88.0924,2020-01-22,0,0,0,0,Western Pacific
78,Xinjiang,China,41.1129,85.2401,2020-01-22,0,0,0,0,Western Pacific
79,Yunnan,China,24.974,101.487,2020-01-22,1,0,0,1,Western Pacific
80,Zhejiang,China,29.1832,120.0934,2020-01-22,10,0,0,10,Western Pacific
81,,Colombia,4.5709,-74.2973,2020-01-22,0,0,0,0,Americas
82,,Congo (Brazzaville),-0.228,15.8277,2020-01-22,0,0,0,0,Africa
83,,Congo (Kinshasa),-4.0383,21.7587,2020-01-22,0,0,0,0,Africa
84,,Costa Rica,9.7489,-83.7534,2020-01-22,0,0,0,0,Americas
85,,Cote d'Ivoire,7.54,-5.5471,2020-01-22,0,0,0,0,Africa
86,,Croatia,45.1,15.2,2020-01-22,0,0,0,0,Europe
87,,Cuba,21.521757,-77.78116700000002,2020-01-22,0,0,0,0,Americas
88,,Cyprus,35.1264,33.4299,2020-01-22,0,0,0,0,Europe
89,,Czechia,49.8175,15.473,2020-01-22,0,0,0,0,Europe
90,Faroe Islands,Denmark,61.8926,-6.9118,2020-01-22,0,0,0,0,Europe
91,Greenland,Greenland,71.7069,-42.6043,2020-01-22,0,0,0,0,Europe
92,,Denmark,56.2639,9.5018,2020-01-22,0,0,0,0,Europe
93,,Djibouti,11.8251,42.5903,2020-01-22,0,0,0,0,Eastern Mediterranean
94,,Dominican Republic,18.7357,-70.1627,2020-01-22,0,0,0,0,Americas
95,,Ecuador,-1.8312,-78.1834,2020-01-22,0,0,0,0,Americas
96,,Egypt,26.820553000000004,30.802498,2020-01-22,0,0,0,0,Eastern Mediterranean
97,,El Salvador,13.7942,-88.8965,2020-01-22,0,0,0,0,Americas
98,,Equatorial Guinea,1.6508,10.2679,2020-01-22,0,0,0,0,Africa
99,,Eritrea,15.1794,39.7823,2020-01-22,0,0,0,0,Africa
100,,Estonia,58.5953,25.0136,2020-01-22,0,0,0,0,Europe
101,,Eswatini,-26.5225,31.4659,2020-01-22,0,0,0,0,Africa
102,,Ethiopia,9.145,40.4897,2020-01-22,0,0,0,0,Africa
103,,Fiji,-17.7134,178.065,2020-01-22,0,0,0,0,Western Pacific
104,,Finland,61.92411,25.748151,2020-01-22,0,0,0,0,Europe
105,French Guiana,France,3.9339,-53.1258,2020-01-22,0,0,0,0,Europe
106,French Polynesia,France,-17.6797,149.4068,2020-01-22,0,0,0,0,Europe
107,Guadeloupe,France,16.265,-61.551,2020-01-22,0,0,0,0,Europe
108,Mayotte,France,-12.8275,45.166244,2020-01-22,0,0,0,0,Europe
109,New Caledonia,France,-20.904305,165.618042,2020-01-22,0,0,0,0,Europe
110,Reunion,France,-21.1151,55.5364,2020-01-22,0,0,0,0,Europe
111,Saint Barthelemy,France,17.9,-62.8333,2020-01-22,0,0,0,0,Europe
112,St Martin,France,18.0708,-63.0501,2020-01-22,0,0,0,0,Europe
113,Martinique,France,14.6415,-61.0242,2020-01-22,0,0,0,0,Europe
114,,France,46.2276,2.2137,2020-01-22,0,0,0,0,Europe
115,,Gabon,-0.8037,11.6094,2020-01-22,0,0,0,0,Africa
116,,Gambia,13.4432,-15.3101,2020-01-22,0,0,0,0,Africa
117,,Georgia,42.3154,43.3569,2020-01-22,0,0,0,0,Europe
118,,Germany,51.165691,10.451526,2020-01-22,0,0,0,0,Europe
119,,Ghana,7.9465,-1.0232,2020-01-22,0,0,0,0,Africa
120,,Greece,39.0742,21.8243,2020-01-22,0,0,0,0,Europe
121,,Guatemala,15.7835,-90.2308,2020-01-22,0,0,0,0,Americas
122,,Guinea,9.9456,-9.6966,2020-01-22,0,0,0,0,Africa
123,,Guyana,4.860416000000002,-58.93018000000001,2020-01-22,0,0,0,0,Americas
124,,Haiti,18.9712,-72.2852,2020-01-22,0,0,0,0,Americas
125,,Holy See,41.9029,12.4534,2020-01-22,0,0,0,0,Europe
126,,Honduras,15.2,-86.2419,2020-01-22,0,0,0,0,Americas
127,,Hungary,47.1625,19.5033,2020-01-22,0,0,0,0,Europe
128,,Iceland,64.9631,-19.0208,2020-01-22,0,0,0,0,Europe
129,,India,20.593684,78.96288,2020-01-22,0,0,0,0,South-East Asia
130,,Indonesia,-0.7893,113.9213,2020-01-22,0,0,0,0,South-East Asia
131,,Iran,32.427908,53.68804599999999,2020-01-22,0,0,0,0,Eastern Mediterranean
132,,Iraq,33.223191,43.679291,2020-01-22,0,0,0,0,Eastern Mediterranean
133,,Ireland,53.1424,-7.6921,2020-01-22,0,0,0,0,Europe
134,,Israel,31.046051,34.851612,2020-01-22,0,0,0,0,Europe
135,,Italy,41.87194,12.56738,2020-01-22,0,0,0,0,Europe
136,,Jamaica,18.1096,-77.2975,2020-01-22,0,0,0,0,Americas
137,,Japan,36.204824,138.252924,2020-01-22,2,0,0,2,Western Pacific
138,,Jordan,31.24,36.51,2020-01-22,0,0,0,0,Eastern Mediterranean
139,,Kazakhstan,48.0196,66.9237,2020-01-22,0,0,0,0,Europe
140,,Kenya,-0.0236,37.9062,2020-01-22,0,0,0,0,Africa
141,,South Korea,35.90775700000001,127.766922,2020-01-22,1,0,0,1,Western Pacific
142,,Kuwait,29.31166,47.481766,2020-01-22,0,0,0,0,Eastern Mediterranean
143,,Kyrgyzstan,41.20438,74.766098,2020-01-22,0,0,0,0,Europe
144,,Latvia,56.8796,24.6032,2020-01-22,0,0,0,0,Europe
145,,Lebanon,33.8547,35.8623,2020-01-22,0,0,0,0,Eastern Mediterranean
146,,Liberia,6.4280550000000005,-9.429499,2020-01-22,0,0,0,0,Africa
147,,Liechtenstein,47.14,9.55,2020-01-22,0,0,0,0,Europe
148,,Lithuania,55.1694,23.8813,2020-01-22,0,0,0,0,Europe
149,,Luxembourg,49.8153,6.1296,2020-01-22,0,0,0,0,Europe
150,,Madagascar,-18.766947,46.869107,2020-01-22,0,0,0,0,Africa
151,,Malaysia,4.210483999999999,101.975766,2020-01-22,0,0,0,0,Western Pacific
152,,Maldives,3.2028,73.2207,2020-01-22,0,0,0,0,South-East Asia
153,,Malta,35.9375,14.3754,2020-01-22,0,0,0,0,Europe
154,,Mauritania,21.0079,-10.9408,2020-01-22,0,0,0,0,Africa
155,,Mauritius,-20.348404,57.552152,2020-01-22,0,0,0,0,Africa
156,,Mexico,23.6345,-102.5528,2020-01-22,0,0,0,0,Americas
157,,Moldova,47.4116,28.3699,2020-01-22,0,0,0,0,Europe
158,,Monaco,43.7333,7.4167,2020-01-22,0,0,0,0,Europe
159,,Mongolia,46.8625,103.8467,2020-01-22,0,0,0,0,Western Pacific
160,,Montenegro,42.708678000000006,19.37439,2020-01-22,0,0,0,0,Europe
161,,Morocco,31.7917,-7.0926,2020-01-22,0,0,0,0,Eastern Mediterranean
162,,Namibia,-22.9576,18.4904,2020-01-22,0,0,0,0,Africa
163,,Nepal,28.1667,84.25,2020-01-22,0,0,0,0,South-East Asia
164,Aruba,Netherlands,12.5211,-69.9683,2020-01-22,0,0,0,0,Europe
165,Curacao,Netherlands,12.1696,-68.99,2020-01-22,0,0,0,0,Europe
166,Sint Maarten,Netherlands,18.0425,-63.0548,2020-01-22,0,0,0,0,Europe
167,,Netherlands,52.1326,5.2913,2020-01-22,0,0,0,0,Europe
168,,New Zealand,-40.9006,174.886,2020-01-22,0,0,0,0,Western Pacific
169,,Nicaragua,12.865416,-85.207229,2020-01-22,0,0,0,0,Americas
170,,Niger,17.607789,8.081666,2020-01-22,0,0,0,0,Africa
171,,Nigeria,9.082,8.6753,2020-01-22,0,0,0,0,Africa
172,,North Macedonia,41.6086,21.7453,2020-01-22,0,0,0,0,Europe
173,,Norway,60.472,8.4689,2020-01-22,0,0,0,0,Europe
174,,Oman,21.512583,55.92325500000001,2020-01-22,0,0,0,0,Eastern Mediterranean
175,,Pakistan,30.3753,69.3451,2020-01-22,0,0,0,0,Eastern Mediterranean
176,,Panama,8.538,-80.7821,2020-01-22,0,0,0,0,Americas
177,,Papua New Guinea,-6.314993,143.95555,2020-01-22,0,0,0,0,Western Pacific
178,,Paraguay,-23.4425,-58.4438,2020-01-22,0,0,0,0,Americas
179,,Peru,-9.19,-75.0152,2020-01-22,0,0,0,0,Americas
180,,Philippines,12.879721,121.774017,2020-01-22,0,0,0,0,Western Pacific
181,,Poland,51.9194,19.1451,2020-01-22,0,0,0,0,Europe
182,,Portugal,39.3999,-8.2245,2020-01-22,0,0,0,0,Europe
183,,Qatar,25.3548,51.1839,2020-01-22,0,0,0,0,Eastern Mediterranean
184,,Romania,45.9432,24.9668,2020-01-22,0,0,0,0,Europe
185,,Russia,61.52401,105.318756,2020-01-22,0,0,0,0,Europe
186,,Rwanda,-1.9403,29.8739,2020-01-22,0,0,0,0,Africa
187,,Saint Lucia,13.9094,-60.9789,2020-01-22,0,0,0,0,Americas
188,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-01-22,0,0,0,0,Americas
189,,San Marino,43.9424,12.4578,2020-01-22,0,0,0,0,Europe
190,,Saudi Arabia,23.885942,45.079162,2020-01-22,0,0,0,0,Eastern Mediterranean
191,,Senegal,14.4974,-14.4524,2020-01-22,0,0,0,0,Africa
192,,Serbia,44.0165,21.0059,2020-01-22,0,0,0,0,Europe
193,,Seychelles,-4.6796,55.492,2020-01-22,0,0,0,0,Africa
194,,Singapore,1.2833,103.8333,2020-01-22,0,0,0,0,Western Pacific
195,,Slovakia,48.669,19.699,2020-01-22,0,0,0,0,Europe
196,,Slovenia,46.1512,14.9955,2020-01-22,0,0,0,0,Europe
197,,Somalia,5.152149,46.199616,2020-01-22,0,0,0,0,Eastern Mediterranean
198,,South Africa,-30.5595,22.9375,2020-01-22,0,0,0,0,Africa
199,,Spain,40.463667,-3.74922,2020-01-22,0,0,0,0,Europe
200,,Sri Lanka,7.873054,80.77179699999998,2020-01-22,0,0,0,0,South-East Asia
201,,Sudan,12.8628,30.2176,2020-01-22,0,0,0,0,Eastern Mediterranean
202,,Suriname,3.9193,-56.0278,2020-01-22,0,0,0,0,Americas
203,,Sweden,60.128161,18.643501,2020-01-22,0,0,0,0,Europe
204,,Switzerland,46.8182,8.2275,2020-01-22,0,0,0,0,Europe
205,,Taiwan*,23.7,121.0,2020-01-22,1,0,0,1,Western Pacific
206,,Tanzania,-6.369028,34.888822,2020-01-22,0,0,0,0,Africa
207,,Thailand,15.870032,100.992541,2020-01-22,2,0,0,2,South-East Asia
208,,Togo,8.6195,0.8248,2020-01-22,0,0,0,0,Africa
209,,Trinidad and Tobago,10.6918,-61.2225,2020-01-22,0,0,0,0,Americas
210,,Tunisia,33.886917,9.537499,2020-01-22,0,0,0,0,Eastern Mediterranean
211,,Turkey,38.9637,35.2433,2020-01-22,0,0,0,0,Europe
212,,Uganda,1.373333,32.290275,2020-01-22,0,0,0,0,Africa
213,,Ukraine,48.3794,31.1656,2020-01-22,0,0,0,0,Europe
214,,United Arab Emirates,23.424076,53.847818,2020-01-22,0,0,0,0,Eastern Mediterranean
215,Bermuda,United Kingdom,32.3078,-64.7505,2020-01-22,0,0,0,0,Europe
216,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-01-22,0,0,0,0,Europe
217,Channel Islands,United Kingdom,49.3723,-2.3644,2020-01-22,0,0,0,0,Europe
218,Gibraltar,United Kingdom,36.1408,-5.3536,2020-01-22,0,0,0,0,Europe
219,Isle of Man,United Kingdom,54.2361,-4.5481,2020-01-22,0,0,0,0,Europe
220,Montserrat,United Kingdom,16.742498,-62.187366,2020-01-22,0,0,0,0,Europe
221,,United Kingdom,55.3781,-3.4360000000000004,2020-01-22,0,0,0,0,Europe
222,,Uruguay,-32.5228,-55.7658,2020-01-22,0,0,0,0,Americas
223,,US,40.0,-100.0,2020-01-22,1,0,0,1,Americas
224,,Uzbekistan,41.377491,64.585262,2020-01-22,0,0,0,0,Europe
225,,Venezuela,6.4238,-66.5897,2020-01-22,0,0,0,0,Americas
226,,Vietnam,14.058324,108.277199,2020-01-22,0,0,0,0,Western Pacific
227,,Zambia,-13.133897,27.849332,2020-01-22,0,0,0,0,Africa
228,,Zimbabwe,-19.015438,29.154857,2020-01-22,0,0,0,0,Africa
229,,Dominica,15.415,-61.371,2020-01-22,0,0,0,0,Americas
230,,Grenada,12.1165,-61.679,2020-01-22,0,0,0,0,Americas
231,,Mozambique,-18.665695,35.529562,2020-01-22,0,0,0,0,Africa
232,,Syria,34.802075,38.99681500000001,2020-01-22,0,0,0,0,Eastern Mediterranean
233,,Timor-Leste,-8.874217,125.727539,2020-01-22,0,0,0,0,South-East Asia
234,,Belize,17.1899,-88.4976,2020-01-22,0,0,0,0,Americas
235,,Laos,19.85627,102.495496,2020-01-22,0,0,0,0,Western Pacific
236,,Libya,26.3351,17.228331,2020-01-22,0,0,0,0,Eastern Mediterranean
237,,West Bank and Gaza,31.9522,35.2332,2020-01-22,0,0,0,0,Eastern Mediterranean
238,,Guinea-Bissau,11.8037,-15.1804,2020-01-22,0,0,0,0,Africa
239,,Mali,17.570692,-3.996166000000001,2020-01-22,0,0,0,0,Africa
240,,Saint Kitts and Nevis,17.357822,-62.782998,2020-01-22,0,0,0,0,Americas
241,Northwest Territories,Canada,64.8255,-124.8457,2020-01-22,0,0,0,0,Americas
242,Yukon,Canada,64.2823,-135.0,2020-01-22,0,0,0,0,Americas
243,,Kosovo,42.602636,20.902977,2020-01-22,0,0,0,0,Europe
244,,Burma,21.9162,95.956,2020-01-22,0,0,0,0,South-East Asia
245,Anguilla,United Kingdom,18.2206,-63.0686,2020-01-22,0,0,0,0,Europe
246,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-01-22,0,0,0,0,Europe
247,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-01-22,0,0,0,0,Europe
248,,Botswana,-22.3285,24.6849,2020-01-22,0,0,0,0,Africa
249,,Burundi,-3.3731,29.9189,2020-01-22,0,0,0,0,Africa
250,,Sierra Leone,8.460555000000001,-11.779889,2020-01-22,0,0,0,0,Africa
251,,Malawi,-13.2543,34.3015,2020-01-22,0,0,0,0,Africa
252,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-01-22,0,0,0,0,Europe
253,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-01-22,0,0,0,0,Europe
254,,South Sudan,6.877000000000002,31.307,2020-01-22,0,0,0,0,Africa
255,,Western Sahara,24.2155,-12.8858,2020-01-22,0,0,0,0,Africa
256,,Sao Tome and Principe,0.1864,6.6131,2020-01-22,0,0,0,0,Africa
257,,Yemen,15.552727,48.516388,2020-01-22,0,0,0,0,Eastern Mediterranean
258,,Comoros,-11.6455,43.3333,2020-01-22,0,0,0,0,Africa
259,,Tajikistan,38.861,71.2761,2020-01-22,0,0,0,0,Europe
260,,Lesotho,-29.61,28.2336,2020-01-22,0,0,0,0,Africa
261,,Afghanistan,33.93911,67.709953,2020-01-23,0,0,0,0,Eastern Mediterranean
262,,Albania,41.1533,20.1683,2020-01-23,0,0,0,0,Europe
263,,Algeria,28.0339,1.6596,2020-01-23,0,0,0,0,Africa
264,,Andorra,42.5063,1.5218,2020-01-23,0,0,0,0,Europe
265,,Angola,-11.2027,17.8739,2020-01-23,0,0,0,0,Africa
266,,Antigua and Barbuda,17.0608,-61.7964,2020-01-23,0,0,0,0,Americas
267,,Argentina,-38.4161,-63.6167,2020-01-23,0,0,0,0,Americas
268,,Armenia,40.0691,45.0382,2020-01-23,0,0,0,0,Europe
269,Australian Capital Territory,Australia,-35.4735,149.0124,2020-01-23,0,0,0,0,Western Pacific
270,New South Wales,Australia,-33.8688,151.2093,2020-01-23,0,0,0,0,Western Pacific
271,Northern Territory,Australia,-12.4634,130.8456,2020-01-23,0,0,0,0,Western Pacific
272,Queensland,Australia,-27.4698,153.0251,2020-01-23,0,0,0,0,Western Pacific
273,South Australia,Australia,-34.9285,138.6007,2020-01-23,0,0,0,0,Western Pacific
274,Tasmania,Australia,-42.8821,147.3272,2020-01-23,0,0,0,0,Western Pacific
275,Victoria,Australia,-37.8136,144.9631,2020-01-23,0,0,0,0,Western Pacific
276,Western Australia,Australia,-31.9505,115.8605,2020-01-23,0,0,0,0,Western Pacific
277,,Austria,47.5162,14.5501,2020-01-23,0,0,0,0,Europe
278,,Azerbaijan,40.1431,47.5769,2020-01-23,0,0,0,0,Europe
279,,Bahamas,25.025885,-78.035889,2020-01-23,0,0,0,0,Americas
280,,Bahrain,26.0275,50.55,2020-01-23,0,0,0,0,Eastern Mediterranean
281,,Bangladesh,23.685,90.3563,2020-01-23,0,0,0,0,South-East Asia
282,,Barbados,13.1939,-59.5432,2020-01-23,0,0,0,0,Americas
283,,Belarus,53.7098,27.9534,2020-01-23,0,0,0,0,Europe
284,,Belgium,50.8333,4.469936,2020-01-23,0,0,0,0,Europe
285,,Benin,9.3077,2.3158,2020-01-23,0,0,0,0,Africa
286,,Bhutan,27.5142,90.4336,2020-01-23,0,0,0,0,South-East Asia
287,,Bolivia,-16.2902,-63.5887,2020-01-23,0,0,0,0,Americas
288,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-23,0,0,0,0,Europe
289,,Brazil,-14.235,-51.9253,2020-01-23,0,0,0,0,Americas
290,,Brunei,4.5353,114.7277,2020-01-23,0,0,0,0,Western Pacific
291,,Bulgaria,42.7339,25.4858,2020-01-23,0,0,0,0,Europe
292,,Burkina Faso,12.2383,-1.5616,2020-01-23,0,0,0,0,Africa
293,,Cabo Verde,16.5388,-23.0418,2020-01-23,0,0,0,0,Africa
294,,Cambodia,11.55,104.9167,2020-01-23,0,0,0,0,Western Pacific
295,,Cameroon,3.848,11.5021,2020-01-23,0,0,0,0,Africa
296,Alberta,Canada,53.9333,-116.5765,2020-01-23,0,0,0,0,Americas
297,British Columbia,Canada,53.7267,-127.6476,2020-01-23,0,0,0,0,Americas
298,Manitoba,Canada,53.7609,-98.8139,2020-01-23,0,0,0,0,Americas
299,New Brunswick,Canada,46.5653,-66.4619,2020-01-23,0,0,0,0,Americas
300,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-23,0,0,0,0,Americas
301,Nova Scotia,Canada,44.682,-63.7443,2020-01-23,0,0,0,0,Americas
302,Ontario,Canada,51.2538,-85.3232,2020-01-23,0,0,0,0,Americas
303,Prince Edward Island,Canada,46.5107,-63.4168,2020-01-23,0,0,0,0,Americas
304,Quebec,Canada,52.9399,-73.5491,2020-01-23,0,0,0,0,Americas
305,Saskatchewan,Canada,52.9399,-106.4509,2020-01-23,0,0,0,0,Americas
306,,Central African Republic,6.6111,20.9394,2020-01-23,0,0,0,0,Africa
307,,Chad,15.4542,18.7322,2020-01-23,0,0,0,0,Africa
308,,Chile,-35.6751,-71.543,2020-01-23,0,0,0,0,Americas
309,Anhui,China,31.8257,117.2264,2020-01-23,9,0,0,9,Western Pacific
310,Beijing,China,40.1824,116.4142,2020-01-23,22,0,0,22,Western Pacific
311,Chongqing,China,30.0572,107.874,2020-01-23,9,0,0,9,Western Pacific
312,Fujian,China,26.0789,117.9874,2020-01-23,5,0,0,5,Western Pacific
313,Gansu,China,35.7518,104.2861,2020-01-23,2,0,0,2,Western Pacific
314,Guangdong,China,23.3417,113.4244,2020-01-23,32,0,2,30,Western Pacific
315,Guangxi,China,23.8298,108.7881,2020-01-23,5,0,0,5,Western Pacific
316,Guizhou,China,26.8154,106.8748,2020-01-23,3,0,0,3,Western Pacific
317,Hainan,China,19.1959,109.7453,2020-01-23,5,0,0,5,Western Pacific
318,Hebei,China,39.549,116.1306,2020-01-23,1,1,0,0,Western Pacific
319,Heilongjiang,China,47.862,127.7615,2020-01-23,2,0,0,2,Western Pacific
320,Henan,China,37.8957,114.9042,2020-01-23,5,0,0,5,Western Pacific
321,Hong Kong,China,22.3,114.2,2020-01-23,2,0,0,2,Western Pacific
322,Hubei,China,30.9756,112.2707,2020-01-23,444,17,28,399,Western Pacific
323,Hunan,China,27.6104,111.7088,2020-01-23,9,0,0,9,Western Pacific
324,Inner Mongolia,China,44.0935,113.9448,2020-01-23,0,0,0,0,Western Pacific
325,Jiangsu,China,32.9711,119.455,2020-01-23,5,0,0,5,Western Pacific
326,Jiangxi,China,27.614,115.7221,2020-01-23,7,0,0,7,Western Pacific
327,Jilin,China,43.6661,126.1923,2020-01-23,1,0,0,1,Western Pacific
328,Liaoning,China,41.2956,122.6085,2020-01-23,3,0,0,3,Western Pacific
329,Macau,China,22.1667,113.55,2020-01-23,2,0,0,2,Western Pacific
330,Ningxia,China,37.2692,106.1655,2020-01-23,1,0,0,1,Western Pacific
331,Qinghai,China,35.7452,95.9956,2020-01-23,0,0,0,0,Western Pacific
332,Shaanxi,China,35.1917,108.8701,2020-01-23,3,0,0,3,Western Pacific
333,Shandong,China,36.3427,118.1498,2020-01-23,6,0,0,6,Western Pacific
334,Shanghai,China,31.202,121.4491,2020-01-23,16,0,0,16,Western Pacific
335,Shanxi,China,37.5777,112.2922,2020-01-23,1,0,0,1,Western Pacific
336,Sichuan,China,30.6171,102.7103,2020-01-23,8,0,0,8,Western Pacific
337,Tianjin,China,39.3054,117.323,2020-01-23,4,0,0,4,Western Pacific
338,Tibet,China,31.6927,88.0924,2020-01-23,0,0,0,0,Western Pacific
339,Xinjiang,China,41.1129,85.2401,2020-01-23,2,0,0,2,Western Pacific
340,Yunnan,China,24.974,101.487,2020-01-23,2,0,0,2,Western Pacific
341,Zhejiang,China,29.1832,120.0934,2020-01-23,27,0,0,27,Western Pacific
