,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
5023,Jiangsu,China,32.9711,119.455,2020-02-10,492,0,81,411,Western Pacific
5024,Jiangxi,China,27.614,115.7221,2020-02-10,771,1,105,665,Western Pacific
5025,Jilin,China,43.6661,126.1923,2020-02-10,80,1,13,66,Western Pacific
5026,Liaoning,China,41.2956,122.6085,2020-02-10,108,0,13,95,Western Pacific
5027,Macau,China,22.1667,113.55,2020-02-10,10,0,1,9,Western Pacific
5028,Ningxia,China,37.2692,106.1655,2020-02-10,49,0,13,36,Western Pacific
5029,Qinghai,China,35.7452,95.9956,2020-02-10,18,0,3,15,Western Pacific
5030,Shaanxi,China,35.1917,108.8701,2020-02-10,213,0,30,183,Western Pacific
5031,Shandong,China,36.3427,118.1498,2020-02-10,466,1,66,399,Western Pacific
5032,Shanghai,China,31.202,121.4491,2020-02-10,299,1,48,250,Western Pacific
5033,Shanxi,China,37.5777,112.2922,2020-02-10,119,0,25,94,Western Pacific
5034,Sichuan,China,30.6171,102.7103,2020-02-10,405,1,80,324,Western Pacific
5035,Tianjin,China,39.3054,117.323,2020-02-10,95,1,8,86,Western Pacific
5036,Tibet,China,31.6927,88.0924,2020-02-10,1,0,0,1,Western Pacific
5037,Xinjiang,China,41.1129,85.2401,2020-02-10,49,0,0,49,Western Pacific
5038,Yunnan,China,24.974,101.487,2020-02-10,149,0,19,130,Western Pacific
5039,Zhejiang,China,29.1832,120.0934,2020-02-10,1092,0,242,850,Western Pacific
5040,,Colombia,4.5709,-74.2973,2020-02-10,0,0,0,0,Americas
5041,,Congo (Brazzaville),-0.228,15.8277,2020-02-10,0,0,0,0,Africa
5042,,Congo (Kinshasa),-4.0383,21.7587,2020-02-10,0,0,0,0,Africa
5043,,Costa Rica,9.7489,-83.7534,2020-02-10,0,0,0,0,Americas
5044,,Cote d'Ivoire,7.54,-5.5471,2020-02-10,0,0,0,0,Africa
5045,,Croatia,45.1,15.2,2020-02-10,0,0,0,0,Europe
5046,,Cuba,21.521757,-77.78116700000002,2020-02-10,0,0,0,0,Americas
5047,,Cyprus,35.1264,33.4299,2020-02-10,0,0,0,0,Europe
5048,,Czechia,49.8175,15.473,2020-02-10,0,0,0,0,Europe
5049,Faroe Islands,Denmark,61.8926,-6.9118,2020-02-10,0,0,0,0,Europe
5050,Greenland,Greenland,71.7069,-42.6043,2020-02-10,0,0,0,0,Europe
5051,,Denmark,56.2639,9.5018,2020-02-10,0,0,0,0,Europe
5052,,Djibouti,11.8251,42.5903,2020-02-10,0,0,0,0,Eastern Mediterranean
5053,,Dominican Republic,18.7357,-70.1627,2020-02-10,0,0,0,0,Americas
5054,,Ecuador,-1.8312,-78.1834,2020-02-10,0,0,0,0,Americas
5055,,Egypt,26.820553000000004,30.802498,2020-02-10,0,0,0,0,Eastern Mediterranean
5056,,El Salvador,13.7942,-88.8965,2020-02-10,0,0,0,0,Americas
5057,,Equatorial Guinea,1.6508,10.2679,2020-02-10,0,0,0,0,Africa
5058,,Eritrea,15.1794,39.7823,2020-02-10,0,0,0,0,Africa
5059,,Estonia,58.5953,25.0136,2020-02-10,0,0,0,0,Europe
5060,,Eswatini,-26.5225,31.4659,2020-02-10,0,0,0,0,Africa
5061,,Ethiopia,9.145,40.4897,2020-02-10,0,0,0,0,Africa
5062,,Fiji,-17.7134,178.065,2020-02-10,0,0,0,0,Western Pacific
5063,,Finland,61.92411,25.748151,2020-02-10,1,0,0,1,Europe
5064,French Guiana,France,3.9339,-53.1258,2020-02-10,0,0,0,0,Europe
5065,French Polynesia,France,-17.6797,149.4068,2020-02-10,0,0,0,0,Europe
5066,Guadeloupe,France,16.265,-61.551,2020-02-10,0,0,0,0,Europe
5067,Mayotte,France,-12.8275,45.166244,2020-02-10,0,0,0,0,Europe
5068,New Caledonia,France,-20.904305,165.618042,2020-02-10,0,0,0,0,Europe
5069,Reunion,France,-21.1151,55.5364,2020-02-10,0,0,0,0,Europe
5070,Saint Barthelemy,France,17.9,-62.8333,2020-02-10,0,0,0,0,Europe
5071,St Martin,France,18.0708,-63.0501,2020-02-10,0,0,0,0,Europe
5072,Martinique,France,14.6415,-61.0242,2020-02-10,0,0,0,0,Europe
5073,,France,46.2276,2.2137,2020-02-10,11,0,0,11,Europe
5074,,Gabon,-0.8037,11.6094,2020-02-10,0,0,0,0,Africa
5075,,Gambia,13.4432,-15.3101,2020-02-10,0,0,0,0,Africa
5076,,Georgia,42.3154,43.3569,2020-02-10,0,0,0,0,Europe
5077,,Germany,51.165691,10.451526,2020-02-10,14,0,0,14,Europe
5078,,Ghana,7.9465,-1.0232,2020-02-10,0,0,0,0,Africa
5079,,Greece,39.0742,21.8243,2020-02-10,0,0,0,0,Europe
5080,,Guatemala,15.7835,-90.2308,2020-02-10,0,0,0,0,Americas
5081,,Guinea,9.9456,-9.6966,2020-02-10,0,0,0,0,Africa
5082,,Guyana,4.860416000000002,-58.93018000000001,2020-02-10,0,0,0,0,Americas
5083,,Haiti,18.9712,-72.2852,2020-02-10,0,0,0,0,Americas
5084,,Holy See,41.9029,12.4534,2020-02-10,0,0,0,0,Europe
5085,,Honduras,15.2,-86.2419,2020-02-10,0,0,0,0,Americas
5086,,Hungary,47.1625,19.5033,2020-02-10,0,0,0,0,Europe
5087,,Iceland,64.9631,-19.0208,2020-02-10,0,0,0,0,Europe
5088,,India,20.593684,78.96288,2020-02-10,3,0,0,3,South-East Asia
5089,,Indonesia,-0.7893,113.9213,2020-02-10,0,0,0,0,South-East Asia
5090,,Iran,32.427908,53.68804599999999,2020-02-10,0,0,0,0,Eastern Mediterranean
5091,,Iraq,33.223191,43.679291,2020-02-10,0,0,0,0,Eastern Mediterranean
5092,,Ireland,53.1424,-7.6921,2020-02-10,0,0,0,0,Europe
5093,,Israel,31.046051,34.851612,2020-02-10,0,0,0,0,Europe
5094,,Italy,41.87194,12.56738,2020-02-10,3,0,0,3,Europe
5095,,Jamaica,18.1096,-77.2975,2020-02-10,0,0,0,0,Americas
5096,,Japan,36.204824,138.252924,2020-02-10,26,0,4,22,Western Pacific
5097,,Jordan,31.24,36.51,2020-02-10,0,0,0,0,Eastern Mediterranean
5098,,Kazakhstan,48.0196,66.9237,2020-02-10,0,0,0,0,Europe
5099,,Kenya,-0.0236,37.9062,2020-02-10,0,0,0,0,Africa
5100,,South Korea,35.90775700000001,127.766922,2020-02-10,27,0,3,24,Western Pacific
5101,,Kuwait,29.31166,47.481766,2020-02-10,0,0,0,0,Eastern Mediterranean
5102,,Kyrgyzstan,41.20438,74.766098,2020-02-10,0,0,0,0,Europe
5103,,Latvia,56.8796,24.6032,2020-02-10,0,0,0,0,Europe
5104,,Lebanon,33.8547,35.8623,2020-02-10,0,0,0,0,Eastern Mediterranean
5105,,Liberia,6.4280550000000005,-9.429499,2020-02-10,0,0,0,0,Africa
5106,,Liechtenstein,47.14,9.55,2020-02-10,0,0,0,0,Europe
5107,,Lithuania,55.1694,23.8813,2020-02-10,0,0,0,0,Europe
5108,,Luxembourg,49.8153,6.1296,2020-02-10,0,0,0,0,Europe
5109,,Madagascar,-18.766947,46.869107,2020-02-10,0,0,0,0,Africa
5110,,Malaysia,4.210483999999999,101.975766,2020-02-10,18,0,1,17,Western Pacific
5111,,Maldives,3.2028,73.2207,2020-02-10,0,0,0,0,South-East Asia
5112,,Malta,35.9375,14.3754,2020-02-10,0,0,0,0,Europe
5113,,Mauritania,21.0079,-10.9408,2020-02-10,0,0,0,0,Africa
5114,,Mauritius,-20.348404,57.552152,2020-02-10,0,0,0,0,Africa
5115,,Mexico,23.6345,-102.5528,2020-02-10,0,0,0,0,Americas
5116,,Moldova,47.4116,28.3699,2020-02-10,0,0,0,0,Europe
5117,,Monaco,43.7333,7.4167,2020-02-10,0,0,0,0,Europe
5118,,Mongolia,46.8625,103.8467,2020-02-10,0,0,0,0,Western Pacific
5119,,Montenegro,42.708678000000006,19.37439,2020-02-10,0,0,0,0,Europe
5120,,Morocco,31.7917,-7.0926,2020-02-10,0,0,0,0,Eastern Mediterranean
5121,,Namibia,-22.9576,18.4904,2020-02-10,0,0,0,0,Africa
5122,,Nepal,28.1667,84.25,2020-02-10,1,0,0,1,South-East Asia
5123,Aruba,Netherlands,12.5211,-69.9683,2020-02-10,0,0,0,0,Europe
5124,Curacao,Netherlands,12.1696,-68.99,2020-02-10,0,0,0,0,Europe
5125,Sint Maarten,Netherlands,18.0425,-63.0548,2020-02-10,0,0,0,0,Europe
5126,,Netherlands,52.1326,5.2913,2020-02-10,0,0,0,0,Europe
5127,,New Zealand,-40.9006,174.886,2020-02-10,0,0,0,0,Western Pacific
5128,,Nicaragua,12.865416,-85.207229,2020-02-10,0,0,0,0,Americas
5129,,Niger,17.607789,8.081666,2020-02-10,0,0,0,0,Africa
5130,,Nigeria,9.082,8.6753,2020-02-10,0,0,0,0,Africa
5131,,North Macedonia,41.6086,21.7453,2020-02-10,0,0,0,0,Europe
5132,,Norway,60.472,8.4689,2020-02-10,0,0,0,0,Europe
5133,,Oman,21.512583,55.92325500000001,2020-02-10,0,0,0,0,Eastern Mediterranean
5134,,Pakistan,30.3753,69.3451,2020-02-10,0,0,0,0,Eastern Mediterranean
5135,,Panama,8.538,-80.7821,2020-02-10,0,0,0,0,Americas
5136,,Papua New Guinea,-6.314993,143.95555,2020-02-10,0,0,0,0,Western Pacific
5137,,Paraguay,-23.4425,-58.4438,2020-02-10,0,0,0,0,Americas
5138,,Peru,-9.19,-75.0152,2020-02-10,0,0,0,0,Americas
5139,,Philippines,12.879721,121.774017,2020-02-10,3,1,0,2,Western Pacific
5140,,Poland,51.9194,19.1451,2020-02-10,0,0,0,0,Europe
5141,,Portugal,39.3999,-8.2245,2020-02-10,0,0,0,0,Europe
5142,,Qatar,25.3548,51.1839,2020-02-10,0,0,0,0,Eastern Mediterranean
5143,,Romania,45.9432,24.9668,2020-02-10,0,0,0,0,Europe
5144,,Russia,61.52401,105.318756,2020-02-10,2,0,0,2,Europe
5145,,Rwanda,-1.9403,29.8739,2020-02-10,0,0,0,0,Africa
5146,,Saint Lucia,13.9094,-60.9789,2020-02-10,0,0,0,0,Americas
5147,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-02-10,0,0,0,0,Americas
5148,,San Marino,43.9424,12.4578,2020-02-10,0,0,0,0,Europe
5149,,Saudi Arabia,23.885942,45.079162,2020-02-10,0,0,0,0,Eastern Mediterranean
5150,,Senegal,14.4974,-14.4524,2020-02-10,0,0,0,0,Africa
5151,,Serbia,44.0165,21.0059,2020-02-10,0,0,0,0,Europe
5152,,Seychelles,-4.6796,55.492,2020-02-10,0,0,0,0,Africa
5153,,Singapore,1.2833,103.8333,2020-02-10,45,0,2,43,Western Pacific
5154,,Slovakia,48.669,19.699,2020-02-10,0,0,0,0,Europe
5155,,Slovenia,46.1512,14.9955,2020-02-10,0,0,0,0,Europe
5156,,Somalia,5.152149,46.199616,2020-02-10,0,0,0,0,Eastern Mediterranean
5157,,South Africa,-30.5595,22.9375,2020-02-10,0,0,0,0,Africa
5158,,Spain,40.463667,-3.74922,2020-02-10,2,0,0,2,Europe
5159,,Sri Lanka,7.873054,80.77179699999998,2020-02-10,1,0,1,0,South-East Asia
5160,,Sudan,12.8628,30.2176,2020-02-10,0,0,0,0,Eastern Mediterranean
5161,,Suriname,3.9193,-56.0278,2020-02-10,0,0,0,0,Americas
5162,,Sweden,60.128161,18.643501,2020-02-10,1,0,0,1,Europe
5163,,Switzerland,46.8182,8.2275,2020-02-10,0,0,0,0,Europe
5164,,Taiwan*,23.7,121.0,2020-02-10,18,0,1,17,Western Pacific
5165,,Tanzania,-6.369028,34.888822,2020-02-10,0,0,0,0,Africa
5166,,Thailand,15.870032,100.992541,2020-02-10,32,0,10,22,South-East Asia
5167,,Togo,8.6195,0.8248,2020-02-10,0,0,0,0,Africa
5168,,Trinidad and Tobago,10.6918,-61.2225,2020-02-10,0,0,0,0,Americas
5169,,Tunisia,33.886917,9.537499,2020-02-10,0,0,0,0,Eastern Mediterranean
5170,,Turkey,38.9637,35.2433,2020-02-10,0,0,0,0,Europe
5171,,Uganda,1.373333,32.290275,2020-02-10,0,0,0,0,Africa
5172,,Ukraine,48.3794,31.1656,2020-02-10,0,0,0,0,Europe
5173,,United Arab Emirates,23.424076,53.847818,2020-02-10,8,0,0,8,Eastern Mediterranean
5174,Bermuda,United Kingdom,32.3078,-64.7505,2020-02-10,0,0,0,0,Europe
5175,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-10,0,0,0,0,Europe
5176,Channel Islands,United Kingdom,49.3723,-2.3644,2020-02-10,0,0,0,0,Europe
5177,Gibraltar,United Kingdom,36.1408,-5.3536,2020-02-10,0,0,0,0,Europe
5178,Isle of Man,United Kingdom,54.2361,-4.5481,2020-02-10,0,0,0,0,Europe
5179,Montserrat,United Kingdom,16.742498,-62.187366,2020-02-10,0,0,0,0,Europe
5180,,United Kingdom,55.3781,-3.4360000000000004,2020-02-10,14,0,0,14,Europe
5181,,Uruguay,-32.5228,-55.7658,2020-02-10,0,0,0,0,Americas
5182,,US,40.0,-100.0,2020-02-10,11,0,3,8,Americas
5183,,Uzbekistan,41.377491,64.585262,2020-02-10,0,0,0,0,Europe
5184,,Venezuela,6.4238,-66.5897,2020-02-10,0,0,0,0,Americas
5185,,Vietnam,14.058324,108.277199,2020-02-10,14,0,1,13,Western Pacific
5186,,Zambia,-13.133897,27.849332,2020-02-10,0,0,0,0,Africa
5187,,Zimbabwe,-19.015438,29.154857,2020-02-10,0,0,0,0,Africa
5188,,Dominica,15.415,-61.371,2020-02-10,0,0,0,0,Americas
5189,,Grenada,12.1165,-61.679,2020-02-10,0,0,0,0,Americas
5190,,Mozambique,-18.665695,35.529562,2020-02-10,0,0,0,0,Africa
5191,,Syria,34.802075,38.99681500000001,2020-02-10,0,0,0,0,Eastern Mediterranean
5192,,Timor-Leste,-8.874217,125.727539,2020-02-10,0,0,0,0,South-East Asia
5193,,Belize,17.1899,-88.4976,2020-02-10,0,0,0,0,Americas
5194,,Laos,19.85627,102.495496,2020-02-10,0,0,0,0,Western Pacific
5195,,Libya,26.3351,17.228331,2020-02-10,0,0,0,0,Eastern Mediterranean
5196,,West Bank and Gaza,31.9522,35.2332,2020-02-10,0,0,0,0,Eastern Mediterranean
5197,,Guinea-Bissau,11.8037,-15.1804,2020-02-10,0,0,0,0,Africa
5198,,Mali,17.570692,-3.996166000000001,2020-02-10,0,0,0,0,Africa
5199,,Saint Kitts and Nevis,17.357822,-62.782998,2020-02-10,0,0,0,0,Americas
5200,Northwest Territories,Canada,64.8255,-124.8457,2020-02-10,0,0,0,0,Americas
5201,Yukon,Canada,64.2823,-135.0,2020-02-10,0,0,0,0,Americas
5202,,Kosovo,42.602636,20.902977,2020-02-10,0,0,0,0,Europe
5203,,Burma,21.9162,95.956,2020-02-10,0,0,0,0,South-East Asia
5204,Anguilla,United Kingdom,18.2206,-63.0686,2020-02-10,0,0,0,0,Europe
5205,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-10,0,0,0,0,Europe
5206,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-02-10,0,0,0,0,Europe
5207,,Botswana,-22.3285,24.6849,2020-02-10,0,0,0,0,Africa
5208,,Burundi,-3.3731,29.9189,2020-02-10,0,0,0,0,Africa
5209,,Sierra Leone,8.460555000000001,-11.779889,2020-02-10,0,0,0,0,Africa
5210,,Malawi,-13.2543,34.3015,2020-02-10,0,0,0,0,Africa
5211,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-02-10,0,0,0,0,Europe
5212,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-02-10,0,0,0,0,Europe
5213,,South Sudan,6.877000000000002,31.307,2020-02-10,0,0,0,0,Africa
5214,,Western Sahara,24.2155,-12.8858,2020-02-10,0,0,0,0,Africa
5215,,Sao Tome and Principe,0.1864,6.6131,2020-02-10,0,0,0,0,Africa
5216,,Yemen,15.552727,48.516388,2020-02-10,0,0,0,0,Eastern Mediterranean
5217,,Comoros,-11.6455,43.3333,2020-02-10,0,0,0,0,Africa
5218,,Tajikistan,38.861,71.2761,2020-02-10,0,0,0,0,Europe
5219,,Lesotho,-29.61,28.2336,2020-02-10,0,0,0,0,Africa
5220,,Afghanistan,33.93911,67.709953,2020-02-11,0,0,0,0,Eastern Mediterranean
5221,,Albania,41.1533,20.1683,2020-02-11,0,0,0,0,Europe
5222,,Algeria,28.0339,1.6596,2020-02-11,0,0,0,0,Africa
5223,,Andorra,42.5063,1.5218,2020-02-11,0,0,0,0,Europe
5224,,Angola,-11.2027,17.8739,2020-02-11,0,0,0,0,Africa
5225,,Antigua and Barbuda,17.0608,-61.7964,2020-02-11,0,0,0,0,Americas
5226,,Argentina,-38.4161,-63.6167,2020-02-11,0,0,0,0,Americas
5227,,Armenia,40.0691,45.0382,2020-02-11,0,0,0,0,Europe
5228,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-11,0,0,0,0,Western Pacific
5229,New South Wales,Australia,-33.8688,151.2093,2020-02-11,4,0,2,2,Western Pacific
5230,Northern Territory,Australia,-12.4634,130.8456,2020-02-11,0,0,0,0,Western Pacific
5231,Queensland,Australia,-27.4698,153.0251,2020-02-11,5,0,0,5,Western Pacific
5232,South Australia,Australia,-34.9285,138.6007,2020-02-11,2,0,0,2,Western Pacific
5233,Tasmania,Australia,-42.8821,147.3272,2020-02-11,0,0,0,0,Western Pacific
5234,Victoria,Australia,-37.8136,144.9631,2020-02-11,4,0,0,4,Western Pacific
5235,Western Australia,Australia,-31.9505,115.8605,2020-02-11,0,0,0,0,Western Pacific
5236,,Austria,47.5162,14.5501,2020-02-11,0,0,0,0,Europe
5237,,Azerbaijan,40.1431,47.5769,2020-02-11,0,0,0,0,Europe
5238,,Bahamas,25.025885,-78.035889,2020-02-11,0,0,0,0,Americas
5239,,Bahrain,26.0275,50.55,2020-02-11,0,0,0,0,Eastern Mediterranean
5240,,Bangladesh,23.685,90.3563,2020-02-11,0,0,0,0,South-East Asia
5241,,Barbados,13.1939,-59.5432,2020-02-11,0,0,0,0,Americas
5242,,Belarus,53.7098,27.9534,2020-02-11,0,0,0,0,Europe
5243,,Belgium,50.8333,4.469936,2020-02-11,1,0,0,1,Europe
5244,,Benin,9.3077,2.3158,2020-02-11,0,0,0,0,Africa
5245,,Bhutan,27.5142,90.4336,2020-02-11,0,0,0,0,South-East Asia
5246,,Bolivia,-16.2902,-63.5887,2020-02-11,0,0,0,0,Americas
5247,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-11,0,0,0,0,Europe
5248,,Brazil,-14.235,-51.9253,2020-02-11,0,0,0,0,Americas
5249,,Brunei,4.5353,114.7277,2020-02-11,0,0,0,0,Western Pacific
5250,,Bulgaria,42.7339,25.4858,2020-02-11,0,0,0,0,Europe
5251,,Burkina Faso,12.2383,-1.5616,2020-02-11,0,0,0,0,Africa
5252,,Cabo Verde,16.5388,-23.0418,2020-02-11,0,0,0,0,Africa
5253,,Cambodia,11.55,104.9167,2020-02-11,1,0,0,1,Western Pacific
5254,,Cameroon,3.848,11.5021,2020-02-11,0,0,0,0,Africa
5255,Alberta,Canada,53.9333,-116.5765,2020-02-11,0,0,0,0,Americas
5256,British Columbia,Canada,53.7267,-127.6476,2020-02-11,4,0,0,4,Americas
5257,Manitoba,Canada,53.7609,-98.8139,2020-02-11,0,0,0,0,Americas
5258,New Brunswick,Canada,46.5653,-66.4619,2020-02-11,0,0,0,0,Americas
5259,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-11,0,0,0,0,Americas
5260,Nova Scotia,Canada,44.682,-63.7443,2020-02-11,0,0,0,0,Americas
5261,Ontario,Canada,51.2538,-85.3232,2020-02-11,3,0,0,3,Americas
5262,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-11,0,0,0,0,Americas
5263,Quebec,Canada,52.9399,-73.5491,2020-02-11,0,0,0,0,Americas
5264,Saskatchewan,Canada,52.9399,-106.4509,2020-02-11,0,0,0,0,Americas
5265,,Central African Republic,6.6111,20.9394,2020-02-11,0,0,0,0,Africa
5266,,Chad,15.4542,18.7322,2020-02-11,0,0,0,0,Africa
5267,,Chile,-35.6751,-71.543,2020-02-11,0,0,0,0,Americas
5268,Anhui,China,31.8257,117.2264,2020-02-11,860,4,105,751,Western Pacific
5269,Beijing,China,40.1824,116.4142,2020-02-11,342,3,48,291,Western Pacific
5270,Chongqing,China,30.0572,107.874,2020-02-11,505,3,79,423,Western Pacific
5271,Fujian,China,26.0789,117.9874,2020-02-11,267,0,45,222,Western Pacific
5272,Gansu,China,35.7518,104.2861,2020-02-11,86,2,24,60,Western Pacific
5273,Guangdong,China,23.3417,113.4244,2020-02-11,1177,1,212,964,Western Pacific
5274,Guangxi,China,23.8298,108.7881,2020-02-11,215,1,33,181,Western Pacific
5275,Guizhou,China,26.8154,106.8748,2020-02-11,127,1,17,109,Western Pacific
5276,Hainan,China,19.1959,109.7453,2020-02-11,144,3,20,121,Western Pacific
5277,Hebei,China,39.549,116.1306,2020-02-11,239,2,0,237,Western Pacific
5278,Heilongjiang,China,47.862,127.7615,2020-02-11,360,8,28,324,Western Pacific
5279,Henan,China,37.8957,114.9042,2020-02-11,1105,7,0,1098,Western Pacific
5280,Hong Kong,China,22.3,114.2,2020-02-11,49,1,0,48,Western Pacific
5281,Hubei,China,30.9756,112.2707,2020-02-11,33366,1068,2639,29659,Western Pacific
5282,Hunan,China,27.6104,111.7088,2020-02-11,912,1,247,664,Western Pacific
5283,Inner Mongolia,China,44.0935,113.9448,2020-02-11,58,0,5,53,Western Pacific
5284,Jiangsu,China,32.9711,119.455,2020-02-11,515,0,93,422,Western Pacific
5285,Jiangxi,China,27.614,115.7221,2020-02-11,804,1,128,675,Western Pacific
5286,Jilin,China,43.6661,126.1923,2020-02-11,81,1,18,62,Western Pacific
5287,Liaoning,China,41.2956,122.6085,2020-02-11,111,0,19,92,Western Pacific
5288,Macau,China,22.1667,113.55,2020-02-11,10,0,1,9,Western Pacific
5289,Ningxia,China,37.2692,106.1655,2020-02-11,53,0,22,31,Western Pacific
5290,Qinghai,China,35.7452,95.9956,2020-02-11,18,0,5,13,Western Pacific
5291,Shaanxi,China,35.1917,108.8701,2020-02-11,219,0,32,187,Western Pacific
5292,Shandong,China,36.3427,118.1498,2020-02-11,487,1,80,406,Western Pacific
5293,Shanghai,China,31.202,121.4491,2020-02-11,303,1,52,250,Western Pacific
5294,Shanxi,China,37.5777,112.2922,2020-02-11,124,0,30,94,Western Pacific
5295,Sichuan,China,30.6171,102.7103,2020-02-11,417,1,85,331,Western Pacific
5296,Tianjin,China,39.3054,117.323,2020-02-11,106,2,10,94,Western Pacific
5297,Tibet,China,31.6927,88.0924,2020-02-11,1,0,0,1,Western Pacific
5298,Xinjiang,China,41.1129,85.2401,2020-02-11,55,0,3,52,Western Pacific
5299,Yunnan,China,24.974,101.487,2020-02-11,153,0,20,133,Western Pacific
5300,Zhejiang,China,29.1832,120.0934,2020-02-11,1117,0,270,847,Western Pacific
5301,,Colombia,4.5709,-74.2973,2020-02-11,0,0,0,0,Americas
5302,,Congo (Brazzaville),-0.228,15.8277,2020-02-11,0,0,0,0,Africa
5303,,Congo (Kinshasa),-4.0383,21.7587,2020-02-11,0,0,0,0,Africa
5304,,Costa Rica,9.7489,-83.7534,2020-02-11,0,0,0,0,Americas
5305,,Cote d'Ivoire,7.54,-5.5471,2020-02-11,0,0,0,0,Africa
5306,,Croatia,45.1,15.2,2020-02-11,0,0,0,0,Europe
5307,,Cuba,21.521757,-77.78116700000002,2020-02-11,0,0,0,0,Americas
5308,,Cyprus,35.1264,33.4299,2020-02-11,0,0,0,0,Europe
5309,,Czechia,49.8175,15.473,2020-02-11,0,0,0,0,Europe
5310,Faroe Islands,Denmark,61.8926,-6.9118,2020-02-11,0,0,0,0,Europe
5311,Greenland,Greenland,71.7069,-42.6043,2020-02-11,0,0,0,0,Europe
5312,,Denmark,56.2639,9.5018,2020-02-11,0,0,0,0,Europe
5313,,Djibouti,11.8251,42.5903,2020-02-11,0,0,0,0,Eastern Mediterranean
5314,,Dominican Republic,18.7357,-70.1627,2020-02-11,0,0,0,0,Americas
5315,,Ecuador,-1.8312,-78.1834,2020-02-11,0,0,0,0,Americas
5316,,Egypt,26.820553000000004,30.802498,2020-02-11,0,0,0,0,Eastern Mediterranean
5317,,El Salvador,13.7942,-88.8965,2020-02-11,0,0,0,0,Americas
5318,,Equatorial Guinea,1.6508,10.2679,2020-02-11,0,0,0,0,Africa
5319,,Eritrea,15.1794,39.7823,2020-02-11,0,0,0,0,Africa
5320,,Estonia,58.5953,25.0136,2020-02-11,0,0,0,0,Europe
5321,,Eswatini,-26.5225,31.4659,2020-02-11,0,0,0,0,Africa
5322,,Ethiopia,9.145,40.4897,2020-02-11,0,0,0,0,Africa
5323,,Fiji,-17.7134,178.065,2020-02-11,0,0,0,0,Western Pacific
5324,,Finland,61.92411,25.748151,2020-02-11,1,0,0,1,Europe
5325,French Guiana,France,3.9339,-53.1258,2020-02-11,0,0,0,0,Europe
5326,French Polynesia,France,-17.6797,149.4068,2020-02-11,0,0,0,0,Europe
5327,Guadeloupe,France,16.265,-61.551,2020-02-11,0,0,0,0,Europe
5328,Mayotte,France,-12.8275,45.166244,2020-02-11,0,0,0,0,Europe
5329,New Caledonia,France,-20.904305,165.618042,2020-02-11,0,0,0,0,Europe
5330,Reunion,France,-21.1151,55.5364,2020-02-11,0,0,0,0,Europe
5331,Saint Barthelemy,France,17.9,-62.8333,2020-02-11,0,0,0,0,Europe
5332,St Martin,France,18.0708,-63.0501,2020-02-11,0,0,0,0,Europe
5333,Martinique,France,14.6415,-61.0242,2020-02-11,0,0,0,0,Europe
5334,,France,46.2276,2.2137,2020-02-11,11,0,0,11,Europe
5335,,Gabon,-0.8037,11.6094,2020-02-11,0,0,0,0,Africa
5336,,Gambia,13.4432,-15.3101,2020-02-11,0,0,0,0,Africa
5337,,Georgia,42.3154,43.3569,2020-02-11,0,0,0,0,Europe
5338,,Germany,51.165691,10.451526,2020-02-11,16,0,0,16,Europe
5339,,Ghana,7.9465,-1.0232,2020-02-11,0,0,0,0,Africa
5340,,Greece,39.0742,21.8243,2020-02-11,0,0,0,0,Europe
5341,,Guatemala,15.7835,-90.2308,2020-02-11,0,0,0,0,Americas
5342,,Guinea,9.9456,-9.6966,2020-02-11,0,0,0,0,Africa
5343,,Guyana,4.860416000000002,-58.93018000000001,2020-02-11,0,0,0,0,Americas
5344,,Haiti,18.9712,-72.2852,2020-02-11,0,0,0,0,Americas
5345,,Holy See,41.9029,12.4534,2020-02-11,0,0,0,0,Europe
5346,,Honduras,15.2,-86.2419,2020-02-11,0,0,0,0,Americas
5347,,Hungary,47.1625,19.5033,2020-02-11,0,0,0,0,Europe
5348,,Iceland,64.9631,-19.0208,2020-02-11,0,0,0,0,Europe
5349,,India,20.593684,78.96288,2020-02-11,3,0,0,3,South-East Asia
5350,,Indonesia,-0.7893,113.9213,2020-02-11,0,0,0,0,South-East Asia
5351,,Iran,32.427908,53.68804599999999,2020-02-11,0,0,0,0,Eastern Mediterranean
5352,,Iraq,33.223191,43.679291,2020-02-11,0,0,0,0,Eastern Mediterranean
5353,,Ireland,53.1424,-7.6921,2020-02-11,0,0,0,0,Europe
5354,,Israel,31.046051,34.851612,2020-02-11,0,0,0,0,Europe
5355,,Italy,41.87194,12.56738,2020-02-11,3,0,0,3,Europe
5356,,Jamaica,18.1096,-77.2975,2020-02-11,0,0,0,0,Americas
5357,,Japan,36.204824,138.252924,2020-02-11,27,0,9,18,Western Pacific
5358,,Jordan,31.24,36.51,2020-02-11,0,0,0,0,Eastern Mediterranean
